,CoinDate,CoinText
10,2023-02-27,Investors poured money into short bitcoin funds last week as upbeat U.S. economic data and the prospect of renewed outsized rate increases by the Federal Reserve weakened the appetite for risky assets.
11,2023-02-27,"Liquid staking, which allows users to earn rewards for locking cryptocurrency in a blockchain network while retaining the liquidity of the locked funds, is now bigger than decentralized lending and borrowing.The total value of crypto assets deposited in liquid staking protocols was $14.1 billion as of European trading hours on Monday, making it the second-largest crypto market sector, according to data source DefiLlama. The total value locked in decentralized-finance (DeFi) lending and borrowing protocols was $13.7 billion, the third largest, while decentralized exchanges, with deposits of $19.4 billion, held the top spot.The Ethereum blockchain's upcoming Shanghai software upgrade, which will allow stakers to withdraw the ether (ETH) they have staked and the accumulated rewards for the first time, has galvanized investor interest in liquid staking. Liquid staking is the best-performing crypto sector this year, with growth in total value locked approaching 60%.""It [the upgrade] will innovate the current space by allowing for healthy competition between liquid staking solutions, will strengthen ETH's position by providing yield from staking/unstaking, and will give users the security of maintaining sovereignty over their assets,"" Ryan Selkis, CEO of crypto research firm and data provider Messari, said in a newsletter published Friday.By opening up to withdrawals, the upgrade is expected to improve overall liquidity. Since December 2020, more than 16.5 million ETH has been staked in Ethereum's Beacon Chain, of which 42% has been locked through liquid staking protocols, mainly Lido.Users of liquid staking protocols like Lido receive derivative tokens such as staked ether (stETH) on a 1:1 basis. These derivative tokens represent a user's stake and can be used to generate additional yield across Defi protocols. Lido's governance token LDO has rallied 220% this year, outperforming industry leaders bitcoin (BTC) and ether by a huge margin. Governance tokens of Lido's rivals Rocket Pool and Frax have also surged, according to CoinDesk data.Liquid staking's increased popularity relative to decentralized lending could also be attributed to the yield differential between the two sectors.Lido, which controls over 75% of the liquid staking market, offers an annualized percentage return of 4.8% on staked ether, 6% on staked solana and 6.3% on Polygon's MATIC token. That's higher than the rates available for lending top stablecoins USDT, USDC and DAI on the DeFi giant Aave.Liquid staking is expected to grow further, because the ETH staking ratio, which measures the percentage of the cryptocurrency's supply staked, is significantly lower than other layer 1 cryptocurrencies.""Only 14% of ETH is currently being staked vs. 58%, the average for layer 1 coins, Markus Thielen, head of research and strategy at digital-assets platform Matrixport, told CoinDesk. Its likely interest in staking will continue to swell.""Binance Research recently voiced a similar opinion, forecasting more inflow of money into staking protocols after the Shanghai upgrade.""It could be argued that many groups of individuals had been waiting for Shanghai to stake their ETH, as withdrawals will remove the liquidity risk and uncertainty of an previously undefined lock-up period,"" Binance Research said in a report early this month."
12,2023-02-27,"Good morning. Here’s what’s happening:Prices: Solana is back and ticking upwards while bitcoin appears overbought.Insights: The SEC has overreached in its latest actions against crypto entities, but the crypto industry must improve its lobbying efforts to ensure future regulation is effective.Good morning, Asia, here’s how the crypto market is moving this Monday.Solana is up early 4% after the protocol crashed twice during the weekend, freezing transactions. The Solana Foundation says an investigation is underway into the cause of the crash and will be available shortly.Meanwhile, bitcoin is trading flat at $23,475. The world’s largest digital asset is up 1.5% in the last 24 hours. Ether is up 2.7% to $1,636.Katie Stockton, founder, and managing partner at Fairlead Strategies, recently said on CoinDesk TV that bitcoin appears “overbought” making it difficult to clear $25,000.“The overbought condition would suggest that that resistance is left intact,” she said.Ether, Stockton says, is looking just like bitcoin. Both are part of a top-down-oriented market where macro forces are price action “as opposed to the fundamental value of things.”“[Ether] does look just like bitcoin, the range there as defined by resistance around $1,670,” she said.Joe DiPasquale, CEO of crypto fund manager BitBull Capital, adds that bitcoin is attempting to find support during a minor price correction.""If bitcoin remains in the current range, we are likely to see $25,000 and then $30,000. A rejection from here could see $20,000 first, followed by $18,000,"" he said in an email to CoinDesk.Looking toward next week, the U.S is scheduled to announce its consumer confidence index for February on Tuesday and jobless claims on Thursday. In Asia, the People’s Bank of China will be announcing its balance of trade figures on Tuesday and its inflation rate on Thursday.With the world’s two biggest economies set to announce important economic data over the next week, all eyes will be on crypto to see if it can overcome key resistance levels.Crypto Lobbying Needs a Reset: More FTC, Less SECCoinDesk Chief Content Officer Michael Casey writes the weekly ""Money Reimagined"" newsletter. This essay originally appeared on CoinDesk's website on Feb. 24.Is there a method to the SEC’s madness?Of all the Securities and Exchange Commission’s (SEC) actions against crypto entities that have stirred the industry’s ire, the agency’s recent move forcing New York-based Paxos to cease issuing its partner Binance’s BUSD stablecoin is the most deserving of an outcry. How, critics rightfully asked, can a token that’s explicitly designed not to fluctuate in price be considered a security?But a recent account in Fortune suggests the SEC may not have been thinking of securities law at all in that action. Binance was automatically converting competitor-issued stablecoins held by its exchange’s customers’ into BUSD. To me, that looks like an antitrust concern, not one of BUSD being a security.Now, if there’s one area of enforcement where the crypto community, with its anti-middleman ethos of decentralization, should get behind, it’s prosecution of monopolistic behavior. But that leaves us with the question of why is the SEC getting involved here and not the nation’s trustbuster, the Federal Trade Commission?I get two takeaways from this:Find the full article here:ETHDenver 2023Annual BEAR Research Conference: New Digital Technologies and the Future Financial Landscape1 p.m. HKT/SGT(5 a.m. UTC): Japan leading economic index (Dec.)In case you missed it, here is the most recent episode of ""First Mover"" on CoinDesk TV:Coinbase Unveils Its Layer 2 Base; Chamber of Digital Commerce CEO on State of Crypto RegulationCrypto exchange Coinbase’s new layer 2 blockchain Base had a rough start on Thursday, drawing a stream of complaints from users on social media. The Federal Reserve Board announced Thursday that it had again rejected crypto bank Custodia's bid for Fed supervision. Fairlead Strategies founder and managing partner Katie Stockton shared her crypto markets analysis. Plus, the Chamber of Digital Commerce founder and CEO Perianne Boring discussed why the crypto trade group wants the court to dismiss the SEC vs. Wahi lawsuit. Darma Capital President and co-founder Andrew Keys and Bitfy CEO and founder Lucas Schoch also joined the conversation.Solana Validators to Make Second Restart Attempt as Transaction Freeze Drags On: It’s still unclear what caused the service outage.Global Crypto Rules to Be Based on Coming FSB and IMF Synthesis Paper, India Says After G-20 Meetings: The paper is expected to be ready by September.Oasis Exploits Its Own Wallet Software to Seize Crypto Stolen in Wormhole Hack: The High Court of England and Wales ordered the crypto platform to reclaim the stolen funds.Crypto Investors' $28M ‘Black Thursday’ Lawsuit Against DeFi Giant Maker Dismissed by US Judge: The class-action lawsuit alleged Maker-related entities misrepresented risks of holding collateral debt positions, resulting in heavy losses for some users.Crypto Markets Analysis: Bitcoin Falls for the Week Amid Inflation, Rate Hike Fears: Ether and most other major cryptos also sank as investors mulled the prospect of prolonged monetary hawkishness."
13,2023-02-24,"Bitcoin (BTC) and ether (ETH) have lost their momentum over the past seven days, with each posting 6% declines as investors worried about inflation and continued monetary hawkishness.On Friday the two largest cryptocurrencies by market capitalization plunged after the U.S. Commerce Department reported that the personal consumption expenditures (PCE) price index climbed by an unexpectedly robust 5.4% in January, offering the latest evidence that inflation remained problematic. The PCE price index is the U.S. Federal Reserve’s favored inflation gauge.BTC dipped near $23,000 at one point Friday, its lowest level in nine days. ETH was recently off about 2.5% over the past 24 hours.Weekly rankingsOn a relative basis, BTC’s seven-day performance was 22nd among crypto assets with a greater than $1 billion market capitalization. Ether finished 23rd among the group. Still, the two assets remain up 39% and 32% year to date amid a moderately, more upbeat economic environment than in 2022.Topping the list was tezos (XTZ), the token of the self-amending protocol that facilitates the creation of smart contracts. Tezos posted an 8% gain over the most recent seven days, and is up 74% year to date.At the bottom was fantom (FTM), the token of the Fantom smart contract platform, that posted a 17% loss.While falling below the $1 billion market cap threshold, the token (OP) of the Optimism network rose approximately 20% this week, following Coinbase Global’s (COIN) announcement of its new layer 2 network launch. The network will be built using Optimism, which will also serve as a core platform developer.Technically, momentum for both BTC and ETH declined this week because their Relative Strength Index (RSI) readings fell near the neutral level of 50. Bitcoin’s price has declined for four consecutive days on above-average volume. ETH’s price has fallen in five of the most recent seven days.BTC’s 50-day moving average remains above its 200-day moving average, a so-called golden cross that usually yields positive results but has yet to do so in this most recent instance. BTC’s price is down 6% since its occurrence on Feb. 18.The pricing relationship between BTC and ETH remains tight, as their correlation coefficient sits at 0.94.Bitcoin’s prior inverse correlation with the dollar index (DXY) has shifted this week to positive, with a correlation coefficient of 0.50.On a macroeconomic basis, little occurred this week to shake the probabilities of continued interest rate hikes by the U.S. central bank's Federal Open Market Committee (FOMC). While inflation has moderated, the persistently tight labor market remains concerning for Federal Reserve governors.Week-to-date performance among the CoinDesk CMI sectors shows the Digitization sector up slightly to lead the rankings, with all other CMI sectors trading negatively. Members of the CoinDesk Digitization index include Braintrust (BTRST), Civic (CVC), Ethereum Name Service (ENS) and Galxe (GAL)."
14,2023-02-24,"The odds of the U.S. Federal Reserve hiking its benchmark fed funds rate by 50 basis points in March are on the rise after the PCE Price Index showed the disinflation trend reversed in January.The PCE Price Index for January rose 5.4% from a year ago, compared with a 5.3% increase in December. The January number was far stronger than economist forecasts of a 5.0% increase. The core rate, which excludes food and energy prices, rose 4.7% versus 4.6% in December and was higher than the estimated 4.3% growth.On a monthly basis, the PCE Price Index gained 0.6% in January, up from 0.2% in December and against expectations for a 0.5% increase. The core rate also rose 0.6% in January, versus a 0.4% increase in December and forecasts for a 0.4% rise.Risky assets fell following the report, with bitcoin (BTC) shedding about $200 to $23,730 and threatening to fall to $23,000, which would be its lowest level of this week. Nasdaq 100 futures were down 1.9%, and S&P 500 futures were lower by 1.4%.In addition, crypto-related stocks are off sharply. Coinbase (COIN), MicroStrategy (MSTR) and Marathon Digital (MARA) are all lower by 5%-8%.Though severely backward looking – this report is for January – the gauge of personal consumer expenditures remains the Fed's favored inflation indicator. Following the report, odds of a 50 basis point rate hike (as opposed to 25 basis points) at the Fed's next policy meeting in March are rising, with traders now nearly evenly split between the two choice, according to the CME's FedWatch tool. As recently as one month ago, there was roughly a 100% expectation of a 25 basis point move in March.Though remaining elevated, inflation during late 2022 had been trending lower, with Fed Chairman Jerome Powell saying in January he was seeing signs of a disinflation trend. This report could call that into question.""Inflation remains stubborn and sticky between 4%-5%,"" tweeted RSM Chief Economist Joe Brusuelas. ""Service inflation continues to increase with goods disinflation cooling. [The] risk of a March 50 basis point hike [is] rising and we are clearing moving toward a 5.5% policy peak at a minimum.""(UPDATE Feb. 24, 2023 16:40 UTC) Adds information about crypto-related stocks."
15,2023-02-24,"Yes, you read the headline right. Bitcoin (BTC) futures really are, unusually, trading at a higher premium on the Chicago Mercantile Exchange than on Binance.Three-month bitcoin futures listed on the CME, which is widely considered a proxy for institutional activity, are trading at an annualized premium of around 8.7% to the underlying reference index. The equivalent premium on offshore exchanges, mainly Binance, has jumped to 6.3%, the highest since January 2022.On the CME, the premium is at its highest positive basis level since November 2021, according to data tracked by Arcane Research. Back then, bitcoin traded at record highs near $69,000 – almost three times the current $24,850, CoinDesk data shows. (We are talking of premiums in standard futures market here, not perpetuals, which are futures-like derivatives with no expiry.)Bitcoin has surged over 45% so far this year, outperforming traditional risky assets, including Wall Street's tech-heavy Nasdaq index, by a significant margin. Futures typically trade at a premium in a sign of leverage being skewed on the bullish side when the underlying asset is appreciating in value. Conversely, during bear markets, discounts are often observed.""The bull is back,"" Arcane Research analyst Vetle Lunde told CoinDesk.Historically, futures on the CME have traded at a relatively lower premium than those on Binance and other unregulated offshore entities, predominantly because these latter avenues offered higher leverage. That means traders on offshore exchanges were able to take bigger bullish bets while depositing a relatively small amount of money, called a margin.Offshore exchanges, however, have cut back on leverage since the second half of 2021, and they now account for just 30% of the global futures activity, while the rest comes from the CME.Another reason the CME has flipped offshore exchanges is that futures-based exchange-traded funds tied to bitcoin invest only in regulated CME futures contracts.According to Arcane Research, open interest, or the number of open futures contracts on the CME, sits at 80,586 BTC – or 70% of the global open interest. That's significantly higher than 28% during the height of the bull run in April 2021.""It is rare to see CME futures trade at a [higher] premium,"" Lunde said. ""With that in mind, CME is a huge part of BTC futures activity as a whole. The offshore futures market is insignificantly small now, with all activity concentrated in perpetuals.""Looking forward, a continued move higher in the premium may see carry traders return to the market. The cash-and-carry arbitrage involves buying bitcoin in the spot market and simultaneously selling futures contracts in a bid to pocket the premium. Carry trading was quite popular during the bull run when premiums reached as high as 40% on offshore exchanges."
16,2023-02-24,"Good morning. Here’s what’s happening:Prices: Bitcoin tossed and turned above and below $24K before settling over the threshold.Insights: Bitcoin funding rates have been positive for 10 consecutive days. Why should investors care?Bitcoin Shows Its Mettle in Rebounding Above $24KBitcoin spent Thursday in a fretfully, uncertain mood, teeter-tottering below and above $24,000 as investors continued to evaluate the U.S. Federal Reserve's ongoing dialogue about monetary policy and jobs data suggesting that inflation would remain problematic.The largest cryptocurrency was recently trading at $24,052, down 0.4% over the past 24 hours but well off its earlier week high over $25,000. Still, analysts remain cautiously optimistic about BTC's prospects after watching it surge about 40% since the start of the year amid an improved, overall economic backdrop.""People feel that the worst may be over in terms of bad news that we had in the crypto sector last year, and that's why it's [bitcoin] more resilient,"" Bradley Duke, co-CEO of institutional-grade digital asset-back securities provider ETC Group, told CoinDesk's ""First Mover"" program.In a separate CoinDesk TV interview, Julius de Kempenaer, senior technical analyst at research platform Stockcharts.com, said he was encouraged by bitcoin's ability to hold support first at $18,000 and than at higher levels in recent months, including its recent perch around $24,000. ""As long as we remain around that level, where we now are – we can put in a low here and break through 25K – that is a signal to go up to that 30K area,"" de Kempenaer said.Ether was recently changing hands at $1,659, up about 1.1%. Other major cryptos were flat, albeit tinted slightly red with AVAX, the token of base-layer network Avalanche Network, and MATIC, the token of layer 2 platform Polygon, dropping about 3% and 2.5%, respectively. OPT, the native crypto of layer 2 scaling tool Optimism, was up more than 6% hours after crypto exchange Coinbase said it was building its layer 2 blockchain using the OP Stack in collaboration with the protocol.The CoinDesk Market Index (CMI), a measure of the digital asset market's performance, was down 0.2%.Stocks rose with the S&P 500, which has a technology heavy component gaining 0.5% to break a four-day losing streak and the tech-focused Nasdaq and Dow Jones Industrial Average (DJIA) rising a few fractions of a percentage point. The Nasdaq took heart from semi conductor manufacturer Nvidia, which on Wednesday said it expected business to improve amid the euphoria about the ChatGPT artificial intelligence chat tool. AI tokens have been surging since the public unveiling of chatbot ChatGPT and image generation software Dall-E in mid-2022.Meanwhile, the U.S. Labor Department reported that initial jobless claims for the week ending Feb. 18 fell by 3,000 to 192,000 but were below the consensus estimate of 200,000. Strong jobs data has been thorny for the U.S. Federal Reserve as it tries to reduce inflation from 6.4% to a target rate of 2%. The ongoing angst about high prices has made risk-on investors hesitant.On an eventful day, crypto news was mixed. As CoinDesk reported, venture capital powerhouses a16z led a $25 million Series A investment in Here Not There to build out Towns, a Web3 group chat protocol and app that lets online communities build blockchain-based gatherings in a fully decentralized way, and Pantera invested $10 million in Worldwide Webb, creator of a pixel art-based metaverse game. But Federal law enforcement authorities added to charges against Sam Bankman-Fried, the disgraced, former CEO of crypto exchange FTX, and NFT platform Dapper Labs said that it was laying off 20% of its employees less than four months after a 22% workforce cut.Stockcharts.com's De Kempenaer noted that the ""risk appetite of the investor is increasing again.""""Bitcoin and cryptocurrency in general could benefit on the back of that,"" he said. ""And if you just look at what's happening in the crypto market, you see buyers coming in. They're willing to pay higher prices, sellers are holding on longer – they only want to sell at higher prices.""Bitcoin Funding Rates 10-Day Streak Reflects Investor BullishnessFunding rates for bitcoin were positive for the 10th consecutive day.Funding rates represent payments between holders of perpetual futures contracts. When the rate is positive, holders of long positions pay holders of short positions in order to remain on that side of the trade.When funding rates are negative, the opposite is the case, where shorts pay longs. In bitcoin’s case, funding rates have been positive every day since Jan. 14, with the exception of a neutral reading on Feb. 12. Investors holding long positions expect an asset’s value to increase, while those who are short an asset expect its value to decline.Persistently positive funding rates indicate that BTC traders currently view the asset favorably, and are willing to pay a fee to express their bullishness.12:30 p.m. HKT/SGT(4:30 UTC) United States Core Personal Consumption Expenditures - Price Index (YoY/Jan)12:30 p.m. HKT/SGT(4:30 UTC) United States Personal Income (MoM/Jan)2:00 p.m. HKT/SGT(6:00 UTC) Michigan Consumer Sentiment Index (Feb)In case you missed it, here is the most recent episode of ""First Mover"" on CoinDesk TV:Kraken Exec on SEC Crackdown, Future of Staking; SEC Objects to Binance.US’ $1B Voyager DealKraken head of OTC options trading Juthica Chou discussed the exchange's settlement with the U.S. Securities and Exchange Commission (SEC). ETC Group co-CEO Bradley Duke broke down the markets. Plus, Bitfinex Securities head of operations Jesse Knutson discussed the future of tokenized securities. Plus, CoinDesk's Nik De broke down the latest details from the New York Attorney General's lawsuit against crypto exchange CoinEx.Coinbase Launches Layer 2 Blockchain Base to Provide On-Ramp for Ethereum, Solana and Others: Base is built on Optimism and Coinbase has no plans to issue a new network token.Optimism Token Up 6.5% as Coinbase Builds Its Layer 2 on the Platform: The layer 2 network, called Base, won't have a native token.Crypto Regulatory Initiatives Show SEC’s Dominance Among US Regulators, JPMorgan: JPMorgan foresees more regulatory actions on stablecoin issuers, custody and protection of investors’ digital assets and on the unbundling of crypto services, the report said.Crypto Analytics Firm Messari Cuts 15% of Workforce as Part of Restructuring: The crypto intelligence firm, which is led by Ryan Selkis, had closed a $35 million Series B fundraising round last year.The SEC’s Crackdown on Ethereum Staking Has a Silver Lining: The SEC’s recent actions shut down centralization staking services, but not individual staking and decentralized staking services. That could increase decentralization and help restore crypto’s original mission."
17,2023-02-23,"Crypto markets were trading mostly sideways, with some major tokens up a little but others falling slightly after the latest jobs data showed labor markets remaining stubbornly tight.Initial jobless claims for the week ending Feb. 18 fell by 3,000 to 192,000 but arrived below the consensus estimate of 200,000. Strong jobs data has been thorny for the U.S. Federal Reserve in its efforts to reduce inflation rates from 6.4% to its target rate of 2%.Strong jobs data, which is generally an economic boom, has counterintuitively weighed against asset prices because a strong employment environment leads to higher prices as organizations ratchet up wages to recruit and retain scarce talent.Yet, bitcoin and ether shrugged off the latest reading to trade 0.50% and 0.40% higher, respectively, during the 13:00 UTC (8 a.m. ET) hour of release. Selling pressure increased throughout the remainder of the day on average volume, although both BTC and ETH recently remained in the green.Other relevant economic data on Thursday showed that U.S. gross domestic product (GDP) grew at an estimated 2.7% in the second quarter, versus expectations for 2.9% growth.Personal consumption expenditures (PCE) declined from 4.3% last month to 3.7%, above the consensus estimate of a 3.9% increase. This data point underscores that while inflationary pressures has moderated, it remains elevated.The minutes from the Federal Open Market Committee’s (FOMC) latest meeting earlier this month, released on Wednesday, emphasized the same with more than 10 separate references to either inflation or wage growth as “elevated.” Crypto markets will continue to scrutinize the Federal Reserve governors’ evolving inflation prescriptions, particularly if price increases fall outside expectations.Currently, the CME FedWatch tool is assigning a 75% probability to the FOMC boosting interest rates by 25 basis points during the upcoming March 22 meeting. A week prior, the probability was 85%, indicating that the likelihood of a more aggressive 50 basis point hike has increased.Fed meeting minutes indicate that “a few participants” favored raising the federal funds rate by 50 basis points at the prior meeting. The more aggressive hike would “more quickly” bring the target rate to levels facilitating price stability."
18,2023-02-23,"Bitcoin dipped early Thursday but regained its footing near $24,000 as investors continued to weigh the minutes from the U.S. Federal Reserve’s Federal Open Market Committee (FOMC) meeting earlier this month and the latest economic data.The largest cryptocurrency by market capitalization was trading at 23,921, a 0.5% gain from Wednesday, same time but down from its weekly high of over $25,000, according to CoinDesk data. Crypto markets have been struggling to gain traction amid ongoing macroeconomic uncertainty.“The market has not been able to kind of get over that hump,” Joel Kruger, market strategist at LMAX Group, told CoinDesk in an interview.“Until we do that, I think there continues to be the risk that it's possible that we're still in this big consolidation off of that downtrend that we saw,” he said.Ether (ETH), the second-largest cryptocurrency, was up 2.1% to recently trade at $1,650. The CoinDesk Market Index, which measures overall crypto market performance, was up 1.1% for the day.Equities markets edged higher, with the S&P 500 index recently up 0.5% after a four-day sell-off.Wednesday's FOMC minutes release offered monetary doves and hawks alike some hope, although the heavy likelihood of a 25 basis point rate hike was unchanged.The CME FedWatch Tool shows that less than three in four traders currently foresee a 25 basis-point hike, while over one in four expect a 50 basis-point hike at the FOMC’s next meeting in March.In an email to CoinDesk, Bob Ras, co-founder of exchange and digital asset ecosystem Sologenic, wrote that while the central bank’s continued monetary tightening could dampen the crypto market’s performance, Asian central banks, including Japan and China, have been injecting liquidity into their respective markets, suggesting the recent rally ""still has legs.""“The amount of quantitative easing in Japan alone has been truly astronomical – so much so that this form of yield curve control has all but negated the tightening performed by the Fed over the last year,” Ras wrote, adding that “bitcoin and crypto are particularly sensitive to these kinds of fluctuations” as the money supply abroad is expanding.CORRECTION (Feb. 23, 2023, 23:11 UTC): Joel Kruger works at LMAX Group. "
19,2023-02-23,"Binance said on Thursday that it had incorrectly tagged 500 Australian users as ""wholesale investors,"" resulting in their derivative positions being unceremoniously closed.Documents show Binance Australia has historically not allowed retail traders to trade futures and financial derivatives products on the platform in accordance with local regulations. Only ""wholesale"" traders are allowed to trade such products on Binance Australia.""We have already contacted all impacted users and will fully compensate them for their losses incurred while trading derivatives on Binance,"" Binance said in a tweet.Later on Thursday, Binance tweeted that the action affected 500 Australian users and that it was ""in contact with the affected users to firm up our compensation plans for them.""However, bitcoin (BTC) and the broader crypto market slid. Bitcoin dropped 2.1% against the Australian dollar and a relatively smaller 1.5% against the U.S. dollar at writing time.UPDATE (Feb. 23 19:56 UTC): Updated that the number of affected users was 500, per Binance's tweet. "
20,2023-02-23,"Bitcoin's (BTC) resurgence this year has convinced many analysts the crypto bear market has ended and the path of least resistance is to the higher side. QCP Capital suggests otherwise.According to the Singapore-based crypto options trading giant, bitcoin's 47% year-to-date rally looks like a ""bear breather"" within a broader slide that began November 2021, and the final leg of the bear market could soon resume.The analysis is based on Elliot Wave theory introduced by Ralph Nelson Elliott in 1938 in his book, ""The Wave Principle."" The theory assumes that asset price movements can be predicted by observing and identifying a repetitive wave pattern.Elliott found that market trends unfold in five waves, of which Waves 1, 3, and 5 are ""impulse waves"" representing the primary trend. Waves 2 and 4 are ""retrace waves,"" representing a temporary ""breather"" to the preceding impulse waves. An important rule is that the first wave tends to be roughly the same size as the fifth, and the third wave is usually the longest.In QCP's analysis, bitcoin's slide from November 2021's record high of $69,000 to the January 2022 low of $39,000 represents Wave 1 and the subsequent bounce to $48,000 through March 2022 represents Wave 2 – a bear breather, or temporary partial retrace of the preceding slide.The crash from $48,000 to the November 2022 low of $15,480 represents Wave 3, and the recent bounce constitutes Wave 4 – a bear breather similar to Wave 2.Next up is Wave 5, which in QCP's analysis could push the cryptocurrency down to the Wave 3 low of $15,480, if not deeper.""A potential double top is forming against the August 2022 correction high, and May 2022 reaction is low at 25,300,"" QCP Capital's market insights team said in an update published Wednesday. ""Above that, we have the huge 28,800-30,000 resistance, which is the Head and Shoulders neckline. Until these levels break, our 5 wave count still remains valid, with a final Wave 5 lower to come.""QCP's analysis comes a week after former Goldman Sachs analyst William Noble told CoinDesk that the cryptocurrency is primed for a rally toward $56,000.Identifying waves is an art. It is a subjective call. Each wave can can be broken down into sub-waves, as seen below, which makes the analysis quite challenging compared with traditional Dow Theory.The chart by QCP shows the five-wave bearish structure, with the fifth and final wave lower yet to unfold.Wave 4, identified by the year-to-date gain, has stalled around $25,000, a resistance level dating back to the August 2022 high. A turn lower now would confirm a potential double, as pointed out by QCP, and may signal the beginning of the Wave 5 sell-off.The bearish five-wave structure will be invalidated should the ongoing Wave 4 rises above the resistance range of $28,800-$30,000.Bitcoin changed hands at $24,300 at press time, per CoinDesk data."
