,CoinURL
198,/markets/2023/05/02/number-of-stablecoins-held-on-exchanges-slips-to-2-year-low-of-2106b/
199,/markets
200,/markets/2023/05/02/bitcoin-request-for-comment-tokens-surge-to-137m-in-market-value/
201,/markets
202,/markets/2023/05/02/volatile-price-moves-on-monday-contrast-to-recent-calm-waters/
203,/markets
204,/markets/2023/05/01/first-mover-asia-bitcoin-market-cap-is-surging-but-a-retreat-from-30k-continues/
205,/podcasts/
206,/podcasts/coindesk-podcast-network/first-republic-bank-seized-and-sold-to-jpmorgan-chase-trons-justin-sun-apologizes-after-binance-ceo-fires-warning/
207,/markets
208,/markets/2023/05/01/bitcoin-drops-below-28k-jpmorgan-takes-over-embattled-first-republic-bank/
209,/business
210,/business/2023/05/01/michael-saylors-microstrategy-books-a-much-smaller-bitcoin-impairment-charge/
211,/videos
212,/video/bitcoin-financial-services-firm-unchained-capital-raises-dollar60m/
213,/podcasts/
214,/podcasts/coindesk-podcast-network/consensus-2023-regulation-regulation-regulation-with-senator-cynthia-lummis-whats-the-holdup/
215,/videos
216,/video/bitcoin-falls-toward-dollar28k-ahead-of-key-fed-decision/
217,/videos
218,/video/bitcoins-market-cap-dominance-near-june-2022-highs-data/
219,/tv/all-about-bitcoin
220,/tv/all-about-bitcoin/bitcoin-set-new-record-of-daily-transactions-unchained-capital-ceo-addresses-60m-raise/
221,/podcasts/
222,/podcasts/markets-daily/crypto-update-argentinas-break-with-the-dollar-bank-collapse-and-mastercards-crypto-integration/
223,/consensus-magazine
224,/consensus-magazine/2023/05/01/bitcoin-set-new-record-of-daily-transactions-the-same-day-the-us-government-quietly-engineered-a-bank-buyout/
225,/tv/the-hash
226,/tv/the-hash/first-republic-bank-seized-and-sold-to-jpmorgan-chase-trons-justin-sun-apologizes-after-binance-ceo-cz-fires-warning/
227,/videos
228,/video/bitcoin-below-dollar29k-ahead-of-key-federal-reserve-decision-this-week/
229,/policy
230,/policy/2023/05/01/coinme-subsidiary-and-ceo-fined-4m-by-sec-over-uptoken-offering/
231,/markets
232,/markets/2023/04/30/first-mover-asia-bitcoin-ether-open-asias-trading-week-flat/
233,/podcasts/
234,/podcasts/markets-daily/weekend-story-bye-bye-bitcoin-bear/
235,/podcasts/
236,/podcasts/coindesk-podcast-network/consensus-2023-bermudas-premier-on-crypto-regulation-jack-dorseys-block-bitcoin-mining-moves/
237,/consensus-magazine
238,/consensus-magazine/2023/04/28/the-crypto-miner-reckoning-no-fate-but-what-we-make/
239,/tv/all-about-bitcoin
240,/tv/all-about-bitcoin/consensus-2023-highlights-switzerlands-crypto-scene/
241,/tech
242,/tech/2023/04/28/bitcoin-use-cases-are-seeing-explosive-growth-trust-machines-says/
243,/videos
244,/video/berenberg-predicts-bitcoin-could-be-back-in-the-spotlight-soon/
245,/business
246,/business/2023/04/28/mastercard-launches-crypto-credential-service-for-cross-border-transfers/
247,/podcasts/
248,/podcasts/markets-daily/crypto-update-bank-bailouts-bitcoin-holder-profits-and-real-estate-fire-sales/
249,/tv/the-hash
250,/tv/the-hash/consensus-2023-bermudas-premier-on-crypto-regulation-jack-dorseys-block-bitcoin-mining-moves/
251,/markets
252,/markets/2023/04/28/balaji-srinivasan-explains-1m-bitcoin-bet-rationale-says-could-take-90-months-not-90-days/
253,/business
254,/business/2023/04/28/operation-choke-point-20-is-secs-chemotherapy-for-14b-ponzi-problem-bcbs-ceo-says/
255,/videos
256,/video/fidelity-analyst-on-bitcoins-recent-volatility/
257,/tv/special-coverage
258,/tv/special-coverage/consensus-2023-crypto-banished-from-the-banking-system/
259,/consensus-magazine
260,/consensus-magazine/2023/04/28/crypto-exchange-binances-head-of-product-discusses-ai-supercycles-and-what-gets-him-excited-nowadays/
261,/tech
262,/tech/2023/04/28/terra-classic-hopefuls-mull-revival-of-failed-ust-stablecoin/
263,/business
264,/business/2023/04/28/amid-bankruptcy-core-scientific-signs-bitcoin-mining-hosting-contracts-for-18000-machines/
265,/tech
266,/tech/2023/04/28/jack-dorseys-block-snaps-up-bitcoin-mining-chip-as-intel-winds-down-production/
267,/markets
268,/markets/2023/04/28/first-mover-americas-bitcoin-ending-week-on-positive-note/
269,/markets
270,/markets/2023/04/28/number-of-bitcoin-held-on-binance-surges-to-record-high-of-692k-btc/
271,/policy
272,/policy/2023/04/28/hamas-military-wing-to-stop-accepting-bitcoin-donations-report/
273,/markets
274,/markets/2023/04/28/bitcoin-is-poised-to-reclaim-cryptos-spotlight-berenberg/
275,/markets
276,/markets/2023/04/28/microstrategy-is-uniquely-positioned-to-benefit-from-rising-bitcoin-price-berenberg/
277,/markets
278,/markets/2023/04/28/bitcoin-holders-are-profiting-for-first-time-since-may-2022/
279,/business
280,/business/2023/04/28/binance-japan-will-start-operations-after-june/
281,/business
282,/business/2023/04/28/argo-blockchain-slumps-to-full-year-loss-on-bitcoin-price-slide/
283,/policy
284,/policy/2023/04/28/south-african-mirror-tradings-ceo-fined-34b-by-us-in-bitcoin-forex-fraud-case/
285,/markets
286,/markets/2023/04/28/first-mover-asia-bitcoin-holds-steady-above-29k-as-investors-look-toward-next-fomc-meeting/
287,/videos
288,/video/bitcoin-seesaws-wildly-before-settling-above-dollar29k/
289,/markets
290,/markets/2023/04/27/bitcoin-circles-above-295k-as-investors-weigh-sluggish-gdp-latest-banking-woes/
291,/tv/all-about-bitcoin
292,/tv/all-about-bitcoin/consensus-2023-coinbase-says-sec-is-alleging-legal-violations-on-the-fly-cftc-commissioner-on-crypto-regulation/
293,/videos
294,/video/mt-gox-repayments-will-have-limited-impact-on-bitcoin-market-matrixport/
295,/consensus-magazine
296,/consensus-magazine/2023/04/27/the-case-for-regulating-not-banning-crypto/
297,/es/markets
298,/es/markets/2023/04/27/bitcoin-volatil-se-liquidaron-us175m-en-posiciones-y-eliminaron-us1000m-en-interes-abierto/
299,/es/markets
300,/es/markets/2023/04/27/la-relacion-de-apalancamiento-estimado-de-bitcoin-alcanzo-el-nivel-mas-bajo-desde-diciembre-de-2021/
301,/videos
302,/video/crypto-bounces-back-after-rumor-mill-scare/
303,/business
304,/business/2023/04/27/belgian-crypto-lender-bit4you-suspends-activities-after-service-provider-declared-insolvent/
305,/business
306,/business/2023/04/27/russian-bitcoin-wallets-allegedly-exposed-by-apparent-hacker/
307,/podcasts/
308,/podcasts/markets-daily/crypto-update-bitcoins-volatility-intensifies-amid-strengthening-correlation-with-dollar-and-us-gdp-data/
309,/videos
310,/video/franklin-templeton-ceo-bitcoin-is-a-distraction/
311,/business
312,/business/2023/04/27/crypto-wallet-giddy-raises-new-69m-funding-to-further-self-custody-adoption/
313,/consensus-magazine
314,/consensus-magazine/2023/04/27/the-us-should-lead-the-digital-future-of-money/
315,/consensus-magazine
316,/consensus-magazine/2023/04/27/veteran-crypto-reporter-brady-dale-discusses-new-ftx-book/
317,/business
318,/business/2023/04/27/sustainable-bitcoin-protocol-piloting-a-waste-gas-methodology-with-miner-crusoe-energy/
319,/markets
320,/markets/2023/04/27/bye-bye-bitcoin-bear/
321,/markets
322,/markets/2023/04/27/first-mover-americas-lots-of-bitcoin-futures-traders-cash-out/
323,/markets
324,/markets/2023/04/27/bitcoins-negative-correlation-with-dollar-index-strengthens-ahead-of-us-gdp/
325,/policy
326,/policy/2023/04/27/uk-charities-offered-guidance-for-accepting-crypto-donations/
327,/markets
328,/markets/2023/04/27/bitcoin-market-impact-from-mt-gox-repayments-will-be-limited-matrixport/
329,/markets
330,/markets/2023/04/27/bitcoins-estimated-leverage-ratio-hits-lowest-since-december-2021/
331,/markets
332,/markets/2023/04/27/bitcoin-volatility-hits-longs-and-shorts-as-175m-liquidated-1b-in-open-interest-wiped/
333,/markets
334,/markets/2023/04/27/first-mover-asia-bitcoin-seesaws-wildly-before-settling-above-29k/
335,/videos
336,/video/grayscale-ceo-discusses-ongoing-gbtc-litigation-issues/
337,/consensus2023
338,/consensus2023/2023/04/27/crypto-innovation-and-regulation-can-co-exist-top-industry-executives-agree/
339,/videos
340,/video/franklin-templeton-ceo-on-expanding-money-market-fund-on-polygon/
341,/videos
342,/video/ledger-ceo-on-cold-wallet-adoption-state-of-crypto-regulation/
343,/videos
344,/video/global-head-of-cumberland-on-bitcoins-growth-in-recent-markets/
345,/business
346,/business/2023/04/26/bitcoin-could-be-great-investment-for-ira-or-401k-plans/
347,/markets
348,/markets/2023/04/26/tradfi-sees-opportunity-in-crypto-despite-red-wedding-burning-buildings/
349,/business
350,/business/2023/04/26/grayscale-ceo-expects-decision-on-attempt-to-overturn-secs-etf-rejection-by-end-of-3q/
351,/videos
352,/video/state-of-crypto-vc-funding/
353,/tv/special-coverage
354,/tv/special-coverage/consensus-2023-grayscale-ceo-michael-sonnenshein-in-the-eye-of-the-crypto-storm/
355,/videos
356,/video/bitcoin-educator-dan-held-addresses-whats-next-for-the-largest-cryptocurrency-by-market-cap/
357,/policy
358,/policy/2023/04/26/ex-cftc-head-says-regulators-can-engage-with-crypto-if-they-have-the-will-to-do-so/
359,/markets
360,/markets/2023/04/26/bitcoin-tumbles-as-wild-crypto-market-swing-causes-310m-losses-from-liquidations/
361,/tv/all-about-bitcoin
362,/tv/all-about-bitcoin/consensus-aab-0426/
363,/policy
364,/policy/2023/04/26/franklin-templeton-ceo-the-future-of-the-crypto-industry-is-regulated/
365,/business
366,/business/2023/04/26/cefi-exchanges-helped-mass-crypto-adoption-defi-will-further-it/
367,/podcasts/
368,/podcasts/markets-daily/crypto-update-bitcoin-breaks-its-losing-streak-in-late-tuesday-rally-amid-banking-woes/
369,/es/markets
370,/es/markets/2023/04/26/que-es-y-como-funciona-el-trading-de-futuros-de-criptomonedas/
371,/videos
372,/video/grayscale-ceo-on-us-crypto-regulation-outlook-not-a-one-size-fits-all-answer/
373,/videos
374,/video/grayscale-investments-ceo-on-crypto-regulation-gbtc/
375,/business
376,/business/2023/04/27/seeing-the-macro-forest-for-the-token-trees/
377,/videos
378,/video/bitcoin-nears-dollar30k-as-crypto-market-recovers/
379,/markets
380,/markets/2023/04/26/as-crypto-grows-so-does-coindesks-commitment-to-keeping-pace/
381,/consensus-magazine
382,/consensus-magazine/2023/04/26/sec-gary-gensler-why-politics-of-crypto-feels-different-this-time/
383,/tv/first-mover
384,/tv/first-mover/consensus-first-mover-0426/
385,/business
386,/business/2023/04/26/out-of-compute-norths-bankruptcy-rises-a-300mw-bitcoin-miner-with-a-novel-energy-offering/
387,/markets
388,/markets/2023/04/26/first-mover-americas-bitcoin-regains-29k/
389,/business
390,/business/2023/04/26/galaxy-digital-to-develop-etps-alongside-asset-manager-dws/
391,/tech
392,/tech/2023/04/26/how-the-hunt-for-yet-to-exist-tokens-is-shaping-ethereums-layer-2-landscape/
393,/markets
394,/markets/2023/04/26/bitcoin-inches-toward-29k-cardano-leads-gains-among-crypto-majors/
395,/markets
396,/markets/2023/04/26/optimism-from-ethereums-shapella-upgrade-is-fading-crypto-options-show/
397,/tech
398,/tech/2023/04/26/bitcoin-whitepaper-to-be-removed-in-next-apple-macbook-update-report/
399,/tech
400,/tech/2023/04/26/ethereums-lifetime-energy-use-before-the-merge-equaled-switzerlands-for-a-year/
401,/markets
402,/markets/2023/04/26/first-mover-asia-bitcoin-breaks-its-losing-streak-in-late-tuesday-rally/
403,/markets
404,/markets/2023/04/25/bitcoin-regains-28k-amid-mildly-encouraging-tech-earnings-liquidation-of-short-positions/
405,/markets
406,/markets/2023/04/25/bitcoin-could-be-poised-for-a-rebound/
407,/podcasts/
408,/podcasts/markets-daily/crypto-update-political-divide-and-legal-actions-house-republicans-advocate-for-stablecoins-coinbase-challenges-sec/
409,/videos
410,/video/bitcoin-remains-below-dollar275k-coinbase-asks-sec-for-answers/
411,/business
412,/business/2023/04/25/embattled-crypto-mining-and-wallet-firm-poolin-moved-150m-in-bitcoin/
413,/markets
414,/markets/2023/04/25/first-mover-americas-coinbase-seeks-clear-answers-from-sec/
415,/markets
416,/markets/2023/04/25/bitcoin-tether-pairs-most-liquid-on-binance-even-as-tusd-pairs-see-higher-volumes/
417,/tech
418,/tech/2023/04/25/bitcoin-whales-spook-crypto-twitter-with-sudden-wallet-movements/
419,/markets
420,/markets/2023/04/25/bitcoins-50-day-average-becomes-focal-point-for-crypto-analysts-after-11-price-pullback/
421,/markets
422,/markets/2023/04/25/first-mover-asia-crypto-flat-as-markets-await-tech-earnings/
423,/markets
424,/markets/2023/04/24/ethereum-shanghai-upgrade-brings-record-inflow-of-572k-eth-staked-in-a-week/
425,/markets
426,/markets/2023/04/24/bitcoin-drops-to-273k-ether-edges-toward-18k-amid-investors-interest-rate-concerns/
427,/videos
428,/video/crypto-trade-mixed-as-weekly-losses-pile-up/
429,/consensus-magazine
430,/consensus-magazine/2023/04/24/what-to-expect-at-consensus-2023/
431,/podcasts/
432,/podcasts/markets-daily/crypto-update-debt-ceiling-impacts-banking-struggles-and-whats-next-after-bitcoins-retreat/
433,/videos
434,/video/bitcoin-notches-biggest-weekly-loss-in-5-months/
435,/markets
436,/markets/2023/04/24/crypto-investment-funds-see-first-week-of-outflows-in-6-weeks/
437,/es/markets
438,/es/markets/2023/04/24/la-baja-en-la-correlacion-bitcoin-ether-podria-afectar-a-las-estrategias-de-cobertura-de-inversores-cripto/
439,/policy
440,/policy/2023/04/24/us-sanctions-3-north-koreans-for-supporting-hacking-group-known-for-crypto-thefts/
441,/markets
442,/markets/2023/04/24/bitcoin-price-may-hit-100k-by-year-end-standard-chartered-bank-says/
443,/markets
444,/markets/2023/04/24/first-mover-americas-bitcoin-starts-work-week-in-the-red/
445,/markets
446,/markets/2023/04/24/bitcoin-posts-biggest-weekly-loss-since-november-as-usd-liquidity-declines-us-debt-ceiling-fears-return/
447,/markets
448,/markets/2023/04/24/wrapped-bitcoin-token-goes-live-on-cardano-testnet/
449,/markets
450,/markets/2023/04/24/declining-bitcoin-ether-correlation-could-impact-crypto-investors-hedging-strategies-coinbase/
451,/markets
452,/markets/2023/04/24/first-mover-asia-whats-next-after-bitcoins-retreat/
453,/business
454,/business/2023/04/22/here-are-six-new-projects-looking-to-mitigate-bitcoin-minings-energy-footprint/
455,/podcasts/
456,/podcasts/coindesk-podcast-network/headlines-top-stories-of-the-week-04-17-23/
457,/business
458,/business/2023/04/21/gemini-to-open-a-crypto-derivatives-platform-outside-the-us/
459,/business
460,/business/2023/04/21/ether-erases-all-gains-from-shanghai-rally-as-bitcoin-crypto-prices-fall/
461,/videos
462,/video/sec-warns-advisers-they-need-to-know-crypto-before-proposing-to-clients/
463,/tv/all-about-bitcoin
464,/tv/all-about-bitcoin/firms-deny-investing-in-opnx-bitcoin-falls-below-28k/
465,/consensus-magazine
466,/consensus-magazine/2023/04/21/coindesk-had-a-stash-of-btc-and-other-stories-told-by-consensus-og-joon-ian-wong/
467,/videos
468,/video/bitcoin-falls-toward-dollar28k-slipping-for-the-third-straight-day/
469,/tech
470,/tech/2023/04/21/solanas-annual-carbon-footprint-equals-8-flights-from-london-to-new-york/
471,/tv/the-hash
472,/tv/the-hash/bitcoins-dominance-rate-hints-at-upcoming-altcoin-season-data-shows-nft-marketplaces-sales-are-slipping/
473,/videos
474,/video/bitcoin-briefly-slips-below-dollar28k-falling-for-third-straight-day/
475,/tv/first-mover
476,/tv/first-mover/rep-davidson-on-future-of-us-crypto-regulation-bitcoin-slips-for-third-straight-day/
477,/markets
478,/markets/2023/04/21/first-mover-americas-bitcoin-falls-to-28k/
479,/markets
480,/markets/2023/04/21/bitcoins-dominance-rate-runs-into-familiar-resistance-hints-at-altcoin-season-ahead/
481,/markets
482,/markets/2023/04/21/axs-nurses-losses-as-axie-infinitys-156m-token-unlock-looms/
483,/markets
484,/markets/2023/04/21/first-mover-asia-bitcoin-struggles-as-us-regulators-fumble-analyst/
485,/markets
486,/markets/2023/04/20/bitcoin-tumbles-below-28k-on-coinbase-before-rallying/
487,/markets
488,/markets/2023/04/20/crypto-stocks-post-large-losses-as-bitcoin-price-slides-towards-28k/
489,/videos
490,/video/worst-case-scenario-for-coinbase-would-be-for-crypto-exchange-to-leave-the-us-analyst/
491,/tv/all-about-bitcoin
492,/tv/all-about-bitcoin/bitcoin-slumps-below-29k-damus-founder-on-future-of-decentralized-social-media/
493,/markets
494,/markets/2023/04/20/bitcoins-move-below-20-dma-possible-short-term-bearish-signal-analysts-say/
495,/es/markets
496,/es/markets/2023/04/20/xrd-de-radix-supera-al-mercado-de-criptomonedas-con-una-suba-de-176-en-un-mes/
497,/videos
498,/video/bitcoin-other-cryptos-fall-as-investors-book-profit/
499,/tv/first-mover
500,/tv/first-mover/upcoming-first-mover-episode-4/
501,/business
502,/business/2023/04/20/advisors-heres-what-the-dot-com-bubble-can-teach-us-about-crypto-investing/
503,/markets
504,/markets/2023/04/20/first-mover-americas-landmark-crypto-laws-pass-in-europe/
505,/consensus-magazine
